mpqa-posCount,mpqa-negCount,BingLiu-posCount,BingLiu-negCount,AFINN-posScore,AFINN-negScore,S140-posScore,S140-negScore,NRC-Hash-Sent-posScore,NRC-Hash-Sent-negScore,NRC-10-anger,NRC-10-anticipation,NRC-10-disgust,NRC-10-fear,NRC-10-joy,NRC-10-sadness,NRC-10-surprise,NRC-10-trust,NRC-10-negative,NRC-10-positive,NRC-10-Expanded-anger,NRC-10-Expanded-anticipation,NRC-10-Expanded-disgust,NRC-10-Expanded-fear,NRC-10-Expanded-joy,NRC-10-Expanded-sadness,NRC-10-Expanded-surprise,NRC-10-Expanded-trust,NRC-10-Expanded-negative,NRC-10-Expanded-positive,NRC-Hash-Emo-anger,NRC-Hash-Emo-anticipation,NRC-Hash-Emo-disgust,NRC-Hash-Emo-fear,NRC-Hash-Emo-joy,NRC-Hash-Emo-sadness,NRC-Hash-Emo-surprise,NRC-Hash-Emo-trust,SentiWordnet-posScore,SentiWordnet-negScore,Emoticons-posScore,Emoticons-negScore,Negation-negationCount,score
1,0,0,1,0,0,7.089,-3.606,5.039,-3.784,0,1,1,1,0,1,0,0,1,1,1.101212,0.98252,1.047721,0.943526,0.728266,0.638124,0.777737,1.321693,5.029494,2.361094,0.953682,0.544766,1.568036,0.560253,0.663216,0.620584,1.648123,0.519566,0.374901,-0.738194,0,0,0,0.479
0,1,0,2,0,-3,1.489,-4.513,0.79,-5.412,0,0,0,0,0,0,0,0,0,0,2.517362,0.683252,1.631024,1.329702,0.587828,1.087121,0.493658,0.925787,5.212302,1.998656,1.619166,0.158037,2.281281,0.248755,0,0.306214,1.149182,0.30093,0.383713,-1.188447,0,0,0,0.479
2,0,1,0,4,0,2.858,-1.199,0.924,-8.057,0,1,0,0,1,0,1,0,0,1,0.991264,1.325561,0.808368,0.931734,1.510401,0.450273,0.686138,1.989447,3.100511,4.448512,0.347149,0.423152,2.160788,4.262911,0,1.753151,0.535323,4.294128,0.93978,-0.263393,0,0,0,0.479
1,1,0,1,0,0,3.862,-3.856,5.669,-2.895,1,1,0,1,0,2,0,0,2,0,1.030548,0.88062,0.645697,0.931009,0.620521,0.338755,0.46412,0.792608,3.362199,2.084885,0.453631,1.015396,0.159483,1.640656,0.462515,0.093888,0.069485,0.967986,1.529613,-1.612182,0,0,0,0.479
0,1,0,1,0,-2,3,-2.651,3.206,-4.693,2,0,1,0,0,0,0,0,2,0,0.96211,0.609344,0.999517,0.969647,0.434285,0.482709,0.326885,0.976905,3.745451,1.918121,0.639222,0.144223,0.844114,0,2.033983,2.081147,2.335579,1.075176,0.15625,-0.8125,0,0,1,0.479
0,2,0,1,0,-2,2.192,-4.065,1.822,-3.465,0,0,0,1,0,1,0,0,2,0,1.044161,0.876484,0.767909,0.947117,0.805775,0.479549,0.613161,1.359653,4.449165,2.627586,1.169086,0.66688,1.26594,1.025878,0.824358,0.117649,0.00592,0.443009,0.443767,-2.737004,0,0,1,0.479
0,1,0,1,0,-3,0.014,-2.619,0.19,-1.532,0,0,0,0,0,1,0,0,1,0,0.136477,0.19118,0.114161,0.153457,0.117679,0.076853,0.054388,0.289404,0.737257,0.628909,0.001657,1.037754,0.266543,0.560501,0.188328,0.736531,0,0,0,-0.938442,0,0,0,0.479
1,2,0,2,1,0,3.013,-5.297,1.445,-4.078,0,0,0,0,0,2,0,1,2,0,1.072719,0.906073,1.248102,0.967267,0.87703,0.638819,0.728183,0.983619,4.60936,2.053177,0.189129,0,1.817457,0.105582,1.907102,0.48289,0.748943,0.491903,0,-1.58428,0,0,0,0.479
1,1,0,1,0,-3,1.014,-2.826,0.946,-8.116,1,1,1,1,1,1,0,0,1,1,1.384436,0.451494,0.702161,1.129583,0.310641,0.67524,0.384941,0.408449,3.092221,1.068811,0.155727,1.374916,2.07699,0.053112,0.099135,1.997439,0.771082,0,1.89494,-1.066667,0,0,0,0.479
1,1,0,1,2,0,2.416,-2.895,0.258,-10.443,0,0,1,1,0,1,0,0,1,0,1.273838,1.195839,0.717155,0.794976,1.133298,0.368787,0.638001,1.690288,4.220611,3.17742,1.523827,0.342836,1.87599,0.827833,1.657458,0.5167,3.718567,0.363407,0.64707,-1.165736,0,0,0,0.479
1,2,0,2,0,-2,11.799,-1.528,6.009,-5.893,0,0,0,0,1,0,2,1,0,1,1.049599,1.252495,0.854501,0.924093,1.291066,0.561026,0.633086,1.688124,4.228716,3.977105,1.710526,1.382383,1.766922,0.91407,1.052415,0,0.160833,1.980083,0.375,-0.992748,0,0,0,0.479
1,3,0,3,0,-6,3.541,-8.087,3.427,-7.23,0,0,1,2,0,2,1,0,3,0,1.667175,0.62654,2.017047,1.612453,0.397806,1.384924,0.491654,0.772092,6.485686,1.384089,1.055854,0,2.79098,2.703214,0.181899,1.195133,0.41589,0.597428,1.060565,-2.105456,0,0,0,0.479
0,3,0,3,0,-7,1.184,-7.15,1.399,-10.282,0,0,0,0,0,0,0,0,0,0,1.730102,1.157568,2.27243,1.766954,0.514733,1.979828,0.871877,0.984684,5.777169,1.90259,0.802563,1.960769,1.775352,1.545867,0.206512,0.804908,0.47142,0.136731,0.579303,-2.558333,0,0,0,0.479
0,1,0,1,0,-3,2.278,-2.47,1.288,-0.928,0,0,0,0,0,1,0,0,1,0,0.123505,0.114554,0.08032,0.067417,0.104026,0.040889,0.022754,0.068963,0.445364,0.329593,0.252348,0.142532,0.089702,0.133767,0.619082,1.527662,1.249621,0,0.10119,-0.938442,0,0,0,0.477
0,3,0,3,0,-7,1.315,-8.182,1.705,-9.86,3,0,2,1,0,2,0,0,3,0,1.175703,1.263031,0.86757,1.220443,0.574555,0.670869,0.477601,0.970797,4.769457,2.385352,1.372534,0.873361,0.165801,0.322729,0,0.472454,0.626693,0.859027,0.58034,-2.845635,0,0,0,0.475
0,3,0,3,0,-5,6.155,-2.46,2.119,-6.208,0,0,0,2,0,2,0,0,3,0,0.719253,0.763178,0.495415,0.629261,0.574136,0.237823,0.607955,0.994138,2.887062,2.266745,1.265186,0.330685,1.289248,0.053112,1.187455,1.314873,1.224928,0.30093,0.572156,-1.543155,0,0,0,0.469
2,0,0,0,0,-1,1.898,-8.123,3.87,-3.871,0,1,0,0,0,1,0,0,2,0,1.3101,1.194673,0.882258,1.058216,0.75336,0.698293,0.628823,1.157335,4.731849,2.644442,2.146099,1.937114,0.286855,2.412414,2.186333,0,1.268013,0.760639,1.680646,-0.838301,0,0,0,0.464
0,1,0,0,0,-2,2.538,-4.265,3.539,-2.455,0,0,0,0,0,1,0,0,1,1,1.003248,0.615383,0.683212,0.938951,0.616183,0.618373,0.277562,0.636328,3.240447,1.502109,1.17828,0.434775,0.76106,0.136989,0.231011,0.233659,1.741885,1.346489,0.239583,-1.102083,0,0,0,0.461
0,3,1,2,2,-4,2.237,-6.702,2.647,-5.536,0,0,0,0,0,0,0,0,1,0,1.640356,0.743855,1.476932,1.410411,0.712784,1.211667,0.551279,1.191973,6.157835,2.387002,0.285004,0.747163,1.194666,0.35075,0.746952,2.464379,0.99704,1.569896,1.296875,-1.6125,0,0,1,0.46
4,0,3,0,7,0,4.434,-2.329,3.308,-3.301,0,1,0,0,2,0,1,2,0,2,0.759861,1.189927,0.600149,0.852473,1.2014,0.637684,0.6146,1.39554,3.110972,3.39373,0.506312,0.541315,0.532149,1.832588,1.577096,0.256299,0.489021,1.568181,1.554464,-0.638194,0,0,1,0.458
0,1,0,1,0,-4,0.317,-5.672,0.738,-3.931,0,0,0,0,0,1,1,1,1,1,0.69783,0.279993,0.586466,0.824136,0.17121,1.336081,0.232783,0.359995,3.436986,0.563177,0.98119,0.158037,0.383266,0.343281,0.182227,0.80258,0.070309,0.284145,0.266667,-0.606731,0,0,1,0.458
3,0,2,0,2,-1,3.437,-2.022,1.339,-8.253,0,1,0,0,1,1,0,2,1,2,0.882832,0.921763,0.58917,0.692973,1.018291,0.331394,0.579223,1.539183,3.337271,3.151538,0.831091,0.369775,0.588759,0.919113,0.517793,0.89889,0.105545,1.758384,1.847321,-0.495833,0,0,0,0.458
0,3,0,3,1,-8,5.129,-6.457,5.229,-6.429,2,0,1,2,1,3,0,0,4,1,0.835288,0.930065,0.900143,0.884829,0.630754,0.474524,0.396709,0.813447,4.209817,2.446244,0.239658,0.884357,0.98224,0.88398,1.654327,2.017715,1.781306,0.46878,0.30568,-1.859821,0,0,0,0.458
1,1,0,1,0,-2,5.829,-4.496,4.808,-13.997,0,1,1,0,0,0,0,0,1,0,0.858349,0.91249,0.575621,0.757994,1.067146,0.528031,0.667116,1.164563,3.577888,2.206572,3.260787,0.337168,2.944516,0.766264,3.023912,0.438141,1.078534,3.909604,0.258469,-0.4375,0,0,1,0.458
2,0,0,0,0,0,6.76,-0.513,6.284,-11.016,0,0,0,0,0,0,0,1,0,1,1.247393,0.936457,1.212485,1.301601,0.731201,0.583425,0.450705,0.888301,4.112491,2.03758,1.704096,0.050193,0.443008,3.37912,3.080222,4.537678,0.66883,1.096905,0.291667,-0.077083,0,0,0,0.458
1,1,0,1,0,0,2.72,-2.918,2.276,-3.981,0,0,0,0,0,1,0,0,1,0,1.100039,0.78078,1.295128,1.224669,0.507403,0.724404,0.43713,0.754532,4.845008,1.711835,0.17345,0,0.373188,0.706442,0.846528,0.572639,0.246428,0.006268,0.347917,-0.766667,0,0,0,0.458
2,2,2,2,4,-3,2.89,-3.096,1.766,-3.589,0,1,0,1,1,1,1,0,2,1,0.850692,0.652698,0.706582,0.671108,0.780755,0.272355,0.40659,0.880107,2.393144,2.370762,0.911425,0.062245,0.822442,1.412843,0.202876,0.932928,0.540075,0.151293,0.708333,-0.697917,0,0,0,0.458
1,1,0,1,0,0,2.906,-3.624,1.53,-7.419,0,1,0,1,0,1,0,1,1,1,1.086804,0.95236,0.595436,0.717541,0.510298,0.398385,0.491829,1.142486,3.408456,1.946779,1.731209,2.878501,1.144057,1.469746,0.609198,0.023358,1.042302,0.452046,1.026257,-0.229167,0,0,0,0.458
1,1,1,1,2,0,1.036,-1.029,1.154,-1.53,0,0,0,0,0,0,0,0,0,1,0.400683,0.537319,0.172073,0.388848,0.542465,0.215361,0.262173,0.907985,1.20886,1.849209,0.233115,2.139953,0.522651,1.196974,1.623591,0,0.42828,1.599017,0,-0.458333,0,0,0,0.458
0,0,0,0,0,0,0.449,-4,2.106,-6.3,0,0,0,0,0,0,0,0,1,2,0.82229,0.623742,0.455729,0.680355,0.383235,0.508202,0.365514,0.470089,2.820604,1.212973,1.2047,0.571003,0.407955,1.562957,0.368689,1.819536,1.188832,0,1.004167,-0.4375,0,0,1,0.458
0,0,0,1,0,0,1.107,-4.254,0.199,-5.462,0,1,1,1,0,1,0,0,1,0,0.947,0.721636,0.564986,0.692777,0.589123,0.463053,0.673166,1.077688,3.258285,2.186091,0.425511,0,1.50056,1.120986,0,0,1.438735,0.696697,0,-0.458333,0,0,0,0.458
2,2,1,2,4,-3,1.8,-3.626,2.245,-3.477,0,1,0,1,1,2,1,1,2,1,0.809343,0.658909,0.5717,0.630511,0.520834,0.383085,0.409499,0.617352,2.940153,1.48456,0.953221,0.55611,0,0.773986,1.359392,0.913702,0.00592,0.287435,1.13125,-0.760417,0,0,0,0.458
1,2,1,2,2,-4,1.858,-4.712,1.208,-7.029,1,1,1,1,0,1,0,0,1,2,1.445801,0.88575,1.748695,1.525318,0.607709,0.838883,0.736492,1.043139,5.732155,2.241915,0.70613,0.050193,1.069392,0.53071,0.610139,0.04958,1.458305,0.345245,1.044481,-1.838952,0,0,1,0.458
2,1,1,1,1,-1,4.032,-4.843,1.686,-6.656,0,0,0,1,0,0,0,0,0,0,1.753953,1.434749,1.134259,1.475967,0.990851,0.973025,0.826898,1.527906,6.962658,3.479322,0.990903,0.253634,0.177592,0.668839,0.411296,0,0.276126,3.707893,2.466283,-0.854167,0,0,1,0.458
0,1,0,1,0,-6,2.102,-8.392,1.84,-4.448,0,0,0,0,0,1,0,0,1,0,1.277497,0.974273,0.884514,1.005494,0.813643,0.703182,0.716962,1.082009,4.598774,2.390943,1.171443,0.831884,1.083302,0.769603,1.06372,0.985948,0.649395,0.166457,0.883596,-1.636359,0,0,2,0.458
1,1,1,1,3,0,2.908,-1.163,1.378,-2.384,0,0,0,0,1,0,0,0,0,1,0.434099,0.439341,0.302972,0.473676,0.380911,0.309127,0.36907,0.692493,1.95019,1.230589,0.495667,0.901909,0.249116,0,1.975831,0,0.182668,0.49806,1.751547,-0.68125,0,0,1,0.458
0,3,0,3,0,-4,0.76,-5.751,3.534,-4.866,0,0,0,0,0,2,0,0,3,0,0.570891,0.236915,0.354489,0.463628,0.207925,0.494051,0.25815,0.317436,2.252185,0.653876,0.507138,0,1.224754,0,0,5.046416,0.763733,0,0,-1.645833,0,0,1,0.458
2,2,0,1,0,-2,5.045,-7.635,3.627,-10.517,1,0,1,1,0,0,2,0,3,0,1.846153,1.297796,1.153897,1.158398,1.064028,1.043098,0.737452,1.719003,5.645334,3.40084,1.58733,1.839284,2.926222,0.786776,1.083663,2.348143,1.443993,0.467399,1.650503,-1.09773,0,0,0,0.458
0,2,0,2,0,-11,4.405,-5.896,1.43,-6.692,4,1,3,2,0,2,1,0,4,0,1.622857,0.684432,1.297849,1.586932,0.392135,0.763971,0.533831,0.651639,5.82154,1.507616,1.800324,0.169779,2.228267,0,0,0,1.176042,0.134473,0.559524,-1.29881,0,0,2,0.458
0,0,0,0,0,0,2.861,-0.628,1.775,-0.847,0,1,0,0,0,0,0,0,0,0,0.458461,0.863903,0.365586,0.389208,1.03869,0.206818,0.335439,0.966319,1.887102,2.642824,0.020153,0.061206,0,0.178423,0.643461,4.141601,0.056071,0,0.275,-0.041667,2,0,0,0.458
1,0,2,0,2,0,3.925,-1.344,0,-6.147,0,0,0,0,0,0,0,1,0,1,1.209873,0.820212,1.250087,1.283998,0.707889,0.951005,0.620048,0.856526,5.757756,2.121403,0.949775,0.220347,0.803838,0.138246,0,0,0.764976,1.429411,1.64113,-0.355769,0,0,1,0.458
1,4,0,3,1,-8,3.424,-10.581,2.279,-8.09,0,1,0,0,1,3,0,1,3,1,0.963961,1.026965,0.698156,0.741968,0.677559,0.30554,0.653729,1.202102,3.574138,2.495442,1.845717,0.061206,1.627007,0.723314,0.305624,3.431405,0.690888,0.834666,0.229303,-2.368658,0,0,0,0.458
0,0,0,2,0,-2,0.68,-6.776,1.816,-5.993,0,0,1,0,0,0,0,0,0,0,1.681927,0.689234,1.189532,1.293259,0.439241,0.857195,0.481703,1.02822,5.453662,1.966975,1.832855,0,3.966602,0.222556,0.115683,0.527032,0.321852,0.09642,0.0125,-0.354968,0,0,1,0.457
0,1,0,1,0,-3,0.429,-4.395,0.138,-7.325,1,2,1,2,0,1,0,0,1,0,0.443779,0.156272,0.360702,0.398701,0.071947,0.284057,0.18859,0.274467,1.864608,0.292847,0.595159,0.583048,0.781881,0.106127,0.610139,0.057564,0.490713,0,0.677588,-0.854167,0,0,1,0.455
2,1,0,1,3,0,2.508,-4.534,0.496,-4.699,0,0,0,0,0,0,0,0,0,0,1.024358,0.832696,1.043066,0.925387,0.607335,0.563384,0.540223,0.726207,4.936479,1.865079,0.942468,0.516899,1.413795,1.219141,0.022353,0.166382,0.345724,0.266325,2.109209,-1.223065,0,0,1,0.455
2,1,2,2,5,-4,3.594,-4.068,5.103,-4.305,0,1,0,0,1,1,0,1,1,1,1.319257,0.969833,1.241072,1.167367,0.799184,0.749616,0.682438,1.213625,4.866932,2.948822,1.220367,0.217158,1.801872,0,3.972589,2.301898,0.39295,1.459089,2.018886,-1.40625,0,0,0,0.45
0,1,0,1,0,-2,0.572,-2.753,1.528,-2.95,0,1,0,1,0,1,0,0,1,0,1.180956,0.991859,0.929581,0.995388,0.618061,0.437951,0.573438,0.856573,4.201693,2.157608,0.204438,0.660734,0,1.243625,0.568617,0.019891,0.387322,0.554756,0.4,-1.443415,0,0,0,0.445
1,2,1,1,2,0,1.889,-2.793,2.319,-4.014,0,0,0,1,0,1,0,0,1,0,0.826732,0.665975,0.524578,0.814228,0.550079,0.534534,0.365448,0.821507,3.133735,1.679275,0.346428,0,0.068051,0.098062,0.999818,0,0.724368,1.65674,0.647149,-0.90625,0,0,1,0.44
1,1,1,1,3,0,2.209,-2.279,6.225,-2.088,0,0,0,0,0,0,0,0,0,0,0.682244,0.605209,0.505986,0.543642,0.952071,0.359072,0.372307,0.879123,2.291426,1.87089,2.186134,0.368758,0.137366,0.333037,1.104802,0.390356,0.471132,0,0.529167,-1.122917,0,0,0,0.438
0,2,0,1,0,-2,0.298,-1.549,0.458,-0.586,0,0,0,0,0,1,0,0,1,0,0.337589,0.341361,0.31605,0.344979,0.26301,0.137854,0.182049,0.369762,1.343507,0.984489,0,0.946816,0,0.053112,0,0.972764,0,0,0,-0.127498,0,0,0,0.438
0,0,0,0,0,0,0.197,-0.238,1.172,-0.695,0,0,0,2,0,2,0,0,2,0,0.206311,0.119304,0.20054,0.183686,0.095035,0.047823,0.106278,0.144833,0.979584,0.311871,0,0.583136,0,0,0,0.913987,0.362392,0,0,-0.083333,0,0,0,0.438
0,1,0,1,0,0,3.277,-2.739,3.827,-3.407,0,0,0,0,0,0,0,0,0,0,1.666954,1.006479,1.295889,1.686777,0.531054,0.695106,0.657077,1.331234,5.760435,2.071645,1.561205,0.643075,0.437518,0.001911,0,0.092744,0.224673,0.817378,1.030789,-1.340467,0,0,0,0.438
1,1,1,1,2,-2,5.772,-4.241,2.946,-2.526,1,0,1,0,0,1,0,0,1,0,0.775396,1.237155,0.613717,0.614975,1.699211,0.389552,0.773626,1.332747,3.073211,3.272219,0.481358,0.509227,0.312134,0.848491,1.5757,0.881718,0.472358,0.176117,0.979167,-1.119634,0,0,1,0.438
1,1,1,2,2,-1,1.179,-2.42,3.599,-2.054,0,0,0,0,0,2,0,0,1,0,0.154457,0.284261,0.077224,0.13797,0.383019,0.072989,0.105059,0.48101,0.515536,0.959195,0.518226,0.036017,0.275182,0.908818,1.328896,2.15302,0.114211,0.738386,0.517172,-0.260417,0,0,0,0.438
0,1,0,0,0,-1,5.987,-2.444,7.758,-4.525,0,0,0,0,0,1,0,0,1,0,0.919507,1.047493,0.737254,0.907295,0.823022,0.611542,0.579783,0.89089,3.519077,2.055174,0.872069,0.911955,0.409265,1.032937,2.684965,1.372515,1.481891,0.332915,0.172492,-1.581047,0,0,1,0.438
4,0,1,0,4,-2,4.225,-3.827,1.893,-5.275,0,0,0,0,0,1,0,0,1,1,0.824018,1.641587,0.414692,0.678003,2.049928,0.428778,0.751584,2.663357,2.785671,5.216724,0.402844,1.973768,0.431387,0.595502,1.691873,1.153153,0.32661,1.019331,2.258217,-0.129968,2,0,1,0.438
1,1,2,1,4,-4,3.637,-6.374,3.896,-4.244,1,0,1,1,1,1,1,2,1,1,0.787635,0.606214,0.505773,0.559343,0.592159,0.36514,0.387759,0.573519,2.993524,1.518957,0.948437,0.037909,1.0905,1.341697,1.575477,0.129065,0.630971,1.237069,0.804043,-0.185897,0,0,1,0.438
0,2,0,2,0,0,0.138,-1.297,0.304,-1.821,0,0,0,0,0,0,0,0,1,0,0.225591,0.10614,0.130827,0.146142,0.064127,0.192151,0.087835,0.043461,0.83364,0.118237,1.285262,0,0.543535,0,0,0,0,0,0,-0.666667,0,0,0,0.438
0,2,0,2,0,-3,2.524,-7.021,4.778,-3.889,0,1,1,0,1,0,0,0,0,1,1.140473,1.407032,0.827171,1.083587,0.974356,0.608172,0.586645,1.488281,5.1851,3.264226,1.343387,1.563346,2.68188,1.40405,0.847719,0,0.842549,1.445412,1.488988,-1.851527,0,0,0,0.438
1,4,1,3,4,-6,3.838,-2.709,1.222,-7.942,2,1,1,1,1,1,1,1,2,1,1.798458,0.806331,0.910899,1.537952,0.681057,1.135401,0.517632,1.035548,5.169857,2.42739,0.376546,1.237814,3.182842,0.257331,1.463582,0.673638,0.67398,0.116762,3.174687,-2.805496,0,0,0,0.438
0,0,0,0,0,0,1.188,-8.166,2.648,-4.751,0,1,0,0,0,0,0,0,1,0,0.840094,0.512505,0.920376,0.678669,0.346463,0.754457,0.294375,0.49641,2.644145,1.137857,0.067707,0.735705,0.435089,0.781415,0.339622,2.21694,0.525101,0,0.737798,-0.792614,0,0,0,0.438
0,2,0,1,0,-7,1.093,-1.754,2.369,-3.396,0,1,1,1,1,1,0,0,1,1,0.584243,0.418385,0.381151,0.498857,0.263957,0.26337,0.205124,0.395966,2.389047,1.098315,0.296272,0.028161,0.787995,0.01802,0.275172,0.957667,0.134465,0.936357,0.097321,-0.527976,0,0,0,0.438
2,1,1,1,2,0,1.208,-2.194,1.253,-2.898,0,1,0,1,0,0,0,0,0,1,0.808911,0.760375,0.711339,0.673977,0.488489,0.448062,0.499731,0.586333,3.014933,1.501877,1.220446,0.22227,0.587175,0.268663,0.124434,0.057564,0.596378,0.177092,2.765397,-0.3125,0,0,0,0.438
2,2,0,2,0,-3,1.983,-3.002,3.169,-1.142,0,0,0,0,0,2,0,0,1,0,0.681519,0.421278,0.645925,0.692041,0.312032,0.265585,0.1626,0.491714,2.554158,1.212006,0.121441,0,0.687391,0.799241,1.36443,1.810684,0.7612,0.436636,0.088095,-1.819097,0,0,0,0.438
0,1,0,1,0,0,0,-0.134,0.72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178322,0,0.647076,0,0,0,-0.693155,0,0,0,0.438
1,1,1,1,2,-3,3.849,-3.883,4.68,-3.942,1,0,0,1,0,2,1,2,2,3,0.964686,1.041825,0.941569,0.869788,0.577569,0.559735,0.507508,1.058671,4.208863,2.364157,0.890743,0.966909,1.218913,1.036368,0.239472,0.161425,0.598677,0.187552,0.44007,-1.093992,0,0,1,0.438
1,1,0,1,0,-2,1.922,-3.624,1.063,-3.366,0,1,0,0,1,0,0,1,0,1,1.176424,0.64451,0.791079,0.957317,0.500181,1.281022,0.425873,0.619008,3.204342,1.276967,0.209304,0.206748,0.110523,0,0,1.545469,0.90936,0,0.137599,-1.083333,2,0,1,0.438
1,2,1,3,2,-3,2.096,-7.561,0.995,-6.859,1,0,1,0,0,1,0,0,1,0,1.405933,0.998787,1.232904,1.327038,0.80532,1.397481,0.497868,1.229406,5.500576,2.866473,1.218768,1.080911,1.269067,0.171101,0.672341,1.499785,0.150093,1.215854,1.035417,-1.558333,0,-2,1,0.438
2,1,1,1,2,0,4.478,-2.539,4.627,-3.132,0,0,0,0,0,1,0,0,1,0,1.641113,0.852934,1.874525,1.723367,0.681225,0.961894,0.600413,1.128135,6.541339,2.149086,0,1.504984,3.077727,0.463986,1.450836,1.282061,1.493337,1.0945,0.89375,-0.583333,0,0,0,0.438
0,3,0,4,0,-4,3.187,-5.88,0.383,-6.769,2,2,0,0,0,0,0,0,2,0,1.650214,0.783817,1.293204,1.254855,0.578422,1.610804,0.640338,1.097593,5.300297,2.044881,0.550571,2.122047,0.408729,1.289169,0,1.696302,1.183202,0.809778,0.33631,-1.584821,0,0,2,0.438
0,1,0,1,0,-2,0.408,-1.185,0,-2.891,1,1,1,1,0,1,0,0,1,0,0.292974,0.118416,0.10303,0.128636,0.146017,0.0461,0.120842,0.193958,0.739124,0.382524,0,0,1.335092,0.217353,0,0.773663,0,0.03706,0,-0.897619,0,0,0,0.438
1,2,0,2,0,-3,3.071,-7.42,3.925,-2.952,0,0,0,0,0,1,2,0,1,0,1.294816,1.443011,0.890026,1.173143,0.953472,1.378057,0.706057,1.073456,4.108853,2.788681,0.362024,0.891051,0.768957,1.652769,0.284953,2.201737,1.489298,0.538886,0.591667,-1.233623,0,0,0,0.438
1,1,1,1,0,-1,4.228,-3.218,1.477,-3.176,0,0,0,0,0,0,0,0,0,0,1.568724,0.932584,1.024095,1.164646,0.799123,1.129256,0.532514,1.250998,4.634307,2.84112,0.896607,0.259133,0.249424,0.411047,0,0.150833,0.661189,0.540126,2.044933,-0.752083,0,0,1,0.438
0,2,0,2,0,-5,3.292,-3.597,1.474,-6.186,0,1,1,0,1,1,1,1,1,1,1.326576,0.694417,1.767976,1.124939,0.405546,0.840155,0.459486,0.624882,5.108582,1.555846,1.319921,0.146737,0.156058,0.620318,0.10445,0.924439,0.071004,0.894697,0.1875,-0.645833,0,0,0,0.438
0,1,0,1,0,-6,2.18,-3.177,3.292,-1.246,0,0,0,0,0,0,0,0,0,0,1.472416,0.534388,1.258687,1.021848,0.472745,0.705367,0.365989,0.90434,4.039981,1.700114,1.774282,0.390432,1.382972,0.31008,0,0,0.228423,1.441304,0.16369,-0.379167,0,0,0,0.436
4,3,3,3,9,-8,7.225,-6.723,3.431,-9.525,3,2,3,3,3,3,1,3,4,5,0.919598,0.474038,0.620898,0.903865,0.367816,0.669785,0.247393,0.807914,3.384134,1.251207,1.806409,0.27753,1.850371,1.506788,4.412202,0,0.130829,1.813864,2.190392,-1.4375,0,0,0,0.427
0,2,0,2,0,-4,3.411,-6.346,1.559,-3.99,1,0,1,0,0,2,0,0,2,0,1.164563,0.745109,1.051681,0.963124,0.511425,0.640128,0.390851,0.90247,4.666737,1.896499,0.348539,0.154516,2.280726,0.482168,0.287384,1.078745,1.327615,0.481396,0.59375,-1.385417,0,0,1,0.426
0,1,0,2,0,0,6.536,-2.176,1.577,-3.24,0,0,0,0,0,0,0,0,0,0,1.136671,0.938398,0.627654,0.801219,0.698452,0.531615,0.680852,1.221407,3.4451,2.537804,1.443575,1.056867,1.156348,0.69496,0.114327,0,1.042832,0.325679,0.229439,-0.395833,0,0,0,0.42
0,1,0,2,0,-7,0.399,-3.782,0.212,-4.416,1,1,1,1,0,2,1,0,2,0,0.736117,0.106533,0.730536,0.382898,0.049289,0.327846,0.061184,0.185867,1.388161,0.352722,1.553417,0.663667,3.351944,0.296188,0,1.005409,0,0,0.16875,-0.94185,0,0,0,0.42
0,1,0,0,1,-1,2.698,-3.778,2.105,-5.29,0,1,0,1,1,0,0,1,0,3,1.60398,0.853538,1.204234,1.196844,0.700589,0.624512,0.507149,1.07242,5.311483,2.444632,0.808824,0.573403,1.633935,0.512449,1.064178,0.150833,0.558075,0.850968,0.414583,-0.564583,0,0,1,0.417
2,2,2,2,4,-2,3.552,-1.809,2.904,-1.974,0,2,1,0,0,1,0,3,3,3,0.367156,0.257472,0.43095,0.462316,0.18927,0.35225,0.177868,0.346609,1.852749,0.909272,0.007723,1.461222,1.463555,0.306798,0.05151,0.938681,0.465337,0.0047,0.125,-0.585832,0,0,1,0.417
3,2,3,2,4,-4,4.258,-2.057,3.615,-3.531,0,2,0,1,2,1,0,0,1,3,1.16042,0.897421,1.160074,1.013284,0.807512,0.372911,0.466923,1.122026,3.714947,2.780571,1.366538,0.24432,0.130016,0.553399,0.125734,0,1.220577,0.333382,2.768386,-0.4375,0,0,0,0.417
0,1,0,0,0,-1,1.787,-2.192,1.91,-2.661,0,0,0,0,0,0,0,0,0,0,0.898933,0.824278,0.502195,0.867874,0.262941,0.263837,0.400193,0.425053,2.618089,0.962962,1.780503,0.636379,0.06761,1.447396,0.194203,0,0.986375,0.744159,0.52377,-1.279003,0,0,0,0.417
1,3,0,3,4,-3,3.364,-3.054,3.866,-4.481,0,2,0,1,0,1,1,0,2,0,0.989136,0.903258,0.898991,0.939539,0.717796,0.324182,0.436491,1.383888,2.951342,2.883661,0.933721,0.470007,0.469709,1.54061,0.981155,0.740634,0.750661,0.685946,0.65,-0.972059,0,0,0,0.417
1,1,1,1,3,-2,6.21,-0.714,7.647,-0.463,0,2,0,0,2,1,1,3,1,2,0.776174,0.82348,0.824891,0.730452,0.989258,0.417539,0.543627,1.034404,3.453644,2.508998,0.020153,0.012855,0.582343,0,2.084463,0.462475,1.51877,0.925539,2.89814,-0.270833,0,0,0,0.417
