score,tweet
0.32,@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future  #gottawearshades #LetsGoYankees
0.32,i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;
0.32,Method into thin out assault corridor thine liveliness: cHd
0.32,@niceoneWern @Alotta_Pain the gleesome threesome
0.32,"@eachus At least he's willing to discuss, better than most. That and keep the insults light with occasional levity or creative BS-ing,"
0.32,"@flutterpolitely she is from the heyday 80's -could go either way, writing should be stronger but don't know who will be sacrificed first"
0.32,Stack up with porthole under way heyday through worthy of faith bull's-eye transportation services: moM
0.312,i bet dat dog eating name brand cheerios. cant relate. i eat cheery O's
0.312,Well look at the bright side. You found a use for that rope #TipsToSurviveAPowerOutage
0.312,@hoemanda69 wtf is tenacious and jubilant
0.312,"Dark, dense, and exhilarating come the finale, #HellOrHighWater is a gripping watch."
0.312,I wish there were unlimited glee episodes:( so I could watch them forever. #gleegoodbye
0.312,A not very young man compiled info on a smiling baby then a mattress created new evil.
0.312,Question for all the cheerleaders who ages out!!\nHow to I make my senior year of cheer more memorable
0.312,@_Kdddd drop some off at 1133 cheery
0.312,which always leads to the kind of hilarity average people will never experience - especially during breakups.
0.312,HMS Pinafore' time.\n\nI need some mirth.
0.311,@OrbsOfJoy plan a date... like a date u find pleasing or smth. fuckign\n\n10/10. because the child will grow to be a ten out of ten
0.308,@johnwintertweet dudes who wanna play some bass but not buy a bass (me) rejoice
0.304,@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears 
0.3,"@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel"
0.3,"If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes"
0.3,"@mehnazt @Mel_Harder I live a life devoid of mirth. Come to think of it, there aren't enough taco bowls in my life, either."
0.294,Watch this amazing live.ly broadcast by @haythatjamile8 #lively #musically
0.292,@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? #optimism
0.292,@_j_sa_ switch out Steve Carrell and put in Kurt from glee then it's accurate
0.292,"don't be with some just because they try to drown you in gifts. be with someone who makes you truly happy, without the materialistic things."
0.292,"With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum"
0.292,All the fans wanted Man Utd at home in the next round...\nAre you cheering for Northampton or Man Utd right now?\n#lufc
0.292,@FlannelJedi This is why I drink and watch You're the Worst as a way to cheer myself up.
0.292,"Sometimes he likes to ride arround on people's shoulders or drop on them unexpectedly from vents or doorjambs. Like a big, gleeful spider."
0.292,@crumpledlinen he chirp
0.292,You have to find a way to top yourself. 
0.292,"cluck cluck cluck, wolf wolf wolf , chirp chirp chirp is all I ever hear."
0.292,@LeBatardShow #heyday Race war 2016
0.292,@buzzlightbeard2 If you don't love yourself... Honesty is the best policy 
0.288,"listening to the Oblivion score, drinking coffee, researching for new sci-fi animated project."
0.288,@lilymooregrant u used to chirp me for drinking it u hoe
0.28,@CNN &amp; @donlemon must be rejoicing ovet #Charlotte protests. \n#NorthCarolina
0.28,"342:147 And waxen in their mirth, and neeze, and swear\nA merrier hour was never wasted there.--\n#AMNDBots"
0.28,@SXMUrbanView @karenhunter @CousinSyl you are so wrong for this!needed levity after that recording
0.28,smiling through the stress :) :) :) :) :) :) :( :( :( :( :( :( :(
0.28,@honevbee close up shots of my ugly mug as I continue to talk about Blaine years after glee has been dead
0.28,Rec'd call 2day from Haitian church we started in Florida some 15yrs ago. Preparing to acquire their own bldg. Wanted me to know. 
0.279,Doesn't it just suck when you're so real to someone and try to exhilarate every ounce out of them to only see that they're not down
0.274,Positive #psychology research shows salespeople who score in the top 10% for #optimism have 88% &gt; sales than those in top 10% for pessimism.
0.271,"Tend the sick, Lord Christ; give rest to the weary, bless the dying, soothe the suffering, pity the afflicted, shield the joyous;"
0.271,Never make a #decision when you're #angry and never make a #promise when you're . #wisewords
0.271,A 'non-permissive environment' is also called a 'battleground' - #MilSpeak 
0.271,"No, just tweet pictures of four fictional characters who describe you. One should be an animated character. @sunshinessp411"
0.271,@israelradioguy @WearingWelcome @SkipBaylessSux U blocking doesnt diminish the hilarity of his observation.Or your child-like response to it
0.271,"Meanwhile, the so-called M’s fans sit there knitting or sleeping not sure which but they certainly aren’t cheering like the other teams fans"
0.271,"@musicfae15 [He grumbled as he sat atop the sushi bar stool, crossing his arms defiantly, in a playful gesture, though he gave anyone who &gt;"
0.271,One time I saw Rachel from glee tell someone their job was on a pole and I said that in 5th grade to a boy and he look confused
0.271,@Dubai92 try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds 
0.269,Fee otherwise tricks: palm oil delegation mt jaunty resident: TZxCHLdAQ
0.263,@TheBarmyArmy all the optimism...
0.262,The bounty hunter things a bit lively
0.26,"@Spotted_H0rse I'm spry, though"
0.26,mirana told me to shut up when i was singing along to glee...
0.26,The Quarterback' wrecks me every time.. 
0.259,A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\nNot quite stiff upper lip of diplomacy seen normally
0.25,@ryanwilson2015 That's why compatibility is key as it lowers hedonic volatility.
0.25,Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy
0.25,"god, Facebook's design has started to remind me of MySpace in its heyday"
0.25,Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday 
0.25,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism"
0.25,@EngrNabeeel then rejoicing now is a lil' bit prematured dont you think🤔🤔🤔
0.25,"it's so breezy out today, i can't go to back to school night with bare legs like i've had all day"
0.25,@jellzybean cheer up punkin'
0.25,@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner? 
0.25,I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.
0.25,@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another
0.25,Light of day per heyday popularization backfire cinematography: XUcQb
0.245,@peachkellipop the whole thread is jovial and fun and then this comment is like FULL of misogyny
0.24,"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. "
0.24,@mark_slifer actually maybe we were supposed to die and my donation saved our lives?? 
0.24,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy 
0.24,"@Spacekatgal @outmagazine Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?"
0.237,@berniedole looks that way. But let's think about Rohan last week ... #optimism
0.235,"At 12:01, Tumblr became sentient. At 1.:02, Tumblr posted gn animated gif about it. At 12:03, Tumblr shipped itself."
0.231,#LMFAO @MSNBC 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence  #libtard #biasedmedia #neverHillary
0.231,Research has determined 70% of #laughter is actually #anxiety.
0.231,"@NebulaJoker No, they aren't. Episodes are animated during the week before they air."
0.231,@iyaycruz lets see chirp
0.229,Val is far too cheery for my liking ✋🏻
0.229,But i'll be a pity. 🐑 #lively
0.229,When your rewatching glee and break down in tears all over again. 😭😢 
0.229,Does anyone remember a movie that is animated in the late 70's called Shame of the Jungle John Bulushi was in it wild if that's your taste
0.229,@ItWontCostMuch_ 'Bed done... floor will be done last... curtains! A-hah!' She tried to sound all happy and cheery but she really wasn't.--
0.229,@weebtard sparkling water wyd
0.229,"The #house no longer echoes with our #laughter. We light up our #memories of the #home and sit in the cold, #waiting. #amwriting #nostalgia"
0.229,"@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? "
0.227,#OneSimpleChange: Drink sparkling water instead of soft drinks to steer clear of fructose while still getting a refreshing carbonation kick.
0.225,"Dear everyone at HSSU, stop walking with your phones up so I can smile and wave at you and you can smile and wave back :("
0.22,$SRPT Why would Etep patients &amp; Mom's advocate for a drug if it did not work? Anyone listen to the Etep MD's @ Adcomm.. all were elated.
0.22,Gas prices are hilarious. Cause they're simultaneously super subsidised and taxed
0.22,.@POTUS Obama describes his temperament as 'steady &amp; on the buoyant side.'
0.212,Early morning cheerfulness can be extremely obnoxious #ALDUB62ndWeeksary
0.212,Check out this #film Robocoq 301  #shortfilms
0.212,Rap that will Cut other raper's throat. Who said that? @Paedeezy #badd #wicked. #bright city lights
0.208,Who actually chooses to drink sparkling water 🤔
0.208,f breezy
0.208,@bear_ing you asshole... you made me sexually attacked to a animated bear :-P
0.208,"Hey @AppleSupport, would be nice to have “click to pause” or “pause when window inactive” on animated GIFs for macOS Messages app"
0.208,@CazuaL_WeaR @ScottInSC looks like a book shaped like a gun to me  #itsagunalright
0.208,my haters are like crickets. they chirp all day but when I walk past them they shut the fuck up.- @DritaDavanzo (my idol)
0.208,"@TheDemocrats dilemma, blaiming everything on the Bushes, but acting gleeful over their endorsement. #Election2016 #Trump"
0.208,"@rubeseatsinfo from here, it's but a short step to biweekly Community Meetings over a hearty meal of soy flakes"
0.208,The joyful tambourines have ceased. The noise of the jubilant has stopped. The joyful lyre has ceased. -Isaiah 24:8
0.207,noah fence but i want a harley quinn or blake lively layout
0.204,I truly believe in my heart right now that Satan is rejoicing because we are all against one another
0.2,Gloriosa Bazigaga on #Rwanda work: 'I lost relatives in genocide but 15 yrs of peacebuilding has given me optimism it's within our power'
0.2,@HillaryClinton did you see the gleeful look on @realDonaldTrump 's face when criminal Don King used the 'n' word to denigrate Blacks?
0.2,"@TheVulcanSalute , just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self."
0.192,I was cheering for NA team. Now I just want this is over and Gaudreau comes back in one piece. It is getting way too risky
0.189,"@alphavenger all chuck seasons, she had that one bright spot with dan, where she was allowed to be smart and kind //and// fashionable"
0.188,@BbeautifulSoul_ u always gotta attitude tho ... 😕 cheer up
0.188,"Oh that cheery fucking note, good night shit heads X"
0.188,"categ than GEN &amp;OBC it cost only 100 or nill .i am not against the reservation and i support it,sir minimize the fees #bright fut @PMOIndia"
0.188,@ClvlndK8 It's so sad! There's always such optimism with a new year. This is...not good. @BuckshotBandit1 @dapostrophearcy
0.18,Shanghais chief distracting levity pampa - proper dingle carry away: uUDQujcia
0.18,@govph I would like to know about the source of The President's optimism about running the country. I wonder if he can answer my curiosity.
0.18,Unixware skydrive-cokie hearty exactment blame online: HEpHXhO
0.18,@__Dayo yall dont feel bad.. you are rejoicing... it is what itnis... its always #ColtsNation even when we have 6th string DBs playing 😔😔
0.179,Harking back to 2012 - DT's challenge to @POTUS...I will give...DT a hearty thank you...if he will release his tax returns....
0.173,"So much news about Pakistan, Afghanistan, etc. We need more cheery news about Frybread Stands!!! Everyone in media just so grim."
0.167,remember when glee did a take me or leave me cover but it was between two girls who werent even friends why did that do that
0.167,I need a bit of #GBBO to cheer me up after a terrible day!
0.167,"Logically speaking, this can't be the worst I've ever felt and even if it was then its passing will still be a joyous occasion"
0.167,I hate when I try to be playful and get shut down lol ...Why so serious🙁
0.161,As a photographer this portrait shooting mode on the iPhone 7 Plus is going to frustrate me ~75% of the time but delight ~25% of the time.
0.16,Apparently all the money in the world can't buy a single person to tell you not give your own waist a hearty two-handed pinch while onstage.
0.16,People always tell me that they don't expect me to have anxiety because I'm generally cheerful and don't act the way they expect me to.
0.16,Inquiries into alleged abuses by UK troops in Afghanistan and Iraq and data suggesting a buoyant post-Brexit economy makes the front pages.
0.16,"Pinky is so funny n jovial, bt she got emotional n just brought me 2 tears. I felt so bad for her #Ishqbaaaz"
0.154,@faithstrust @TheeCurrentYear imagine being this stupid for trying to chirp because of some racist prick.
0.148,i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses
0.146,sparkling or still? #terribledebatequestions
0.146,Life izn't about pleasing each others...😕\n\n#hell #with #pleasing
0.146,@debutemma I dont have to sit here and take this from u spry young children
0.146,"You don't smile and you say you're in love, but that's why I don't love"
0.146,@iamglenn35 the forth character? No... not gleeful enough...
0.146,@emilyycos the other 26 was last night at 2am while i watched the balls i animated bounce for 20 minutes figuring out what was wrong
0.144,I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to
0.14,Feelings got cheated when I mistook the sparkling ribena to be the normal ribena......
0.14,"@david_garrett Quite saddened.....no US dates, no joyous anticipation of attending a DG concert (since 2014). Happy you are keeping busy."
0.139,@aradsliff don't know I'm from nj we are the worst on purpose. 
0.135,Turns out 'it' wasn't even anything to be concerned about at all. Im happy and a bit frustrated it took so long to get this answer.
0.131,@berniedole looks that way. But let's think about Rohan last week ... 
0.125,half day tuhday but nah for glee 😭
0.125,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas "
0.125,@LaurenBrierley2 sparkling water = death
0.12,"As the birds begin to chirp, I try to sleep. #Jetlag"
0.12,"When u /only/ talk 2 me or ask me 'how r things' just 2 get 2 say something u want, 4give me if I'm not elated 2 start a conversation with u"
0.104,Wanted to get him a cake with sparkling candles but he doesn't like cake😒😒. Ruins everything
0.104,"@AdsByFlaherty And you're cheerfully defending a group of unchecked, armed thugs who've shown a history of racism, violence, and lies."
0.104,"Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance. #optimism"
0.104,@Onision @Eugenia_Cooney annoyed by the good loving fans of Onision including myself Is really annoyed at how people just are too cheerful.
0.104,"With a jovial Trump on his ass, Don King just publicly told a crowd that 'We need [him] because you will always be a nigger.'  #FuckTrump"
0.1,Your glee filled Normy dry humping of the most recent high profile celebrity break up is pathetic &amp; all that is wrong with the world today.
0.1,@torbalan I still have some shred of optimism. It's rapidly disappearing however...
0.1,Studying the phases of oscillation. How jovial. 😐🔫
0.1,@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.
0.096,It is too fucking bright &amp; too fucking hot outside
0.083,Quinn's short hair makes me sad. 
0.083,But i'll be a pity. 🐑 
0.075,"Sometimes I watch shitty tv to reinforce never giving up cuz if something is that fucking awful on tv, I still stand a chance. "
0.062,"The abysmal ignorance, frivolity and levity of the Italian priests stupefied him.' - Roland Bainton on Luther, #ReformationDay"
0.062,@SenJohnMcCain @WSJ an 'Honorable Senator' cheering when a cease fire does not hold! PEOPLE DIE AND YOU CHEER! GENOCIDE SUPPORT NOT GOOD!
0.06,"Seriously @marksandspencer I'm sick and grumpy and the only thing that's gonna cheer me up is ordering my xmas food, when's it going up? 😢"
0.058,It's just the lack of company and liveliness out here that makes me bored.
0.04,Quinn's short hair makes me sad. #glee
0.04,hate overthinking e v e r y t h i n g like i jus' wanna be happy pls
0.02,People who cheer for sports teams completely outside of New Jersey or PA piss me off
0.019,@DamnPatriot You're a POS for rejoicing in someone's death.
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
